Data,Fruta,Venda,Pais
2022-02-04,Mango,72.0,Brasil
2022-06-21,Mango,54.0,Brasil
2022-10-01,Mango,74.0,Brasil
2022-11-04,Mango,88.0,Brasil
2022-08-08,Mango,81.0,Brasil
2022-05-02,Mango,70.0,Brasil
2022-07-14,Mango,76.0,Brasil
2022-01-03,Mango,91.0,Brasil
2022-09-08,Mango,99.0,Brasil
2022-10-16,Mango,77.0,Brasil
2022-10-02,Mango,56.0,Brasil
2022-08-06,Mango,86.0,Brasil
2022-02-10,Mango,54.0,Brasil
2022-03-16,Mango,79.0,Brasil
2022-06-17,Mango,78.0,Brasil
2022-07-16,Mango,98.0,Brasil
2022-03-11,Mango,57.0,Brasil
2022-08-27,Mango,92.0,Brasil
2022-07-05,Melancia,57.0,Brasil
2022-02-26,Melancia,77.0,Brasil
2022-10-06,Melancia,98.0,Brasil
2022-05-14,Melancia,59.0,Brasil
2022-09-23,Melancia,91.0,Brasil
2022-06-16,Melancia,56.0,Brasil
2022-02-04,Melancia,100.0,Brasil
2022-12-17,Melancia,54.0,Brasil
2022-10-30,Melancia,76.0,Brasil
2022-05-17,Melancia,70.0,Brasil
2022-05-12,Melancia,67.0,Brasil
2022-08-10,Melancia,68.0,Brasil
2022-05-02,Melancia,72.0,Brasil
2022-06-24,Melancia,96.0,Brasil
2022-12-10,Melancia,94.0,Brasil
2022-10-03,Melancia,58.0,Brasil
2022-10-13,Melancia,89.0,Brasil
2022-03-29,Melancia,63.0,Brasil
2022-12-29,Melancia,62.0,Brasil
2022-08-28,Melancia,100.0,Brasil
2022-06-11,Melancia,99.0,Brasil
2022-06-29,Melancia,100.0,Brasil
2022-09-14,Melancia,96.0,Brasil
2022-05-10,Melancia,63.0,Brasil
2022-04-20,Melancia,90.0,Brasil
2022-04-04,Melancia,95.0,Brasil
2022-07-20,Melancia,53.0,Brasil
2022-05-17,Melancia,56.0,Brasil
2022-11-30,Melancia,78.0,Brasil
2022-01-03,Melancia,60.0,Brasil
2022-07-03,Melancia,95.0,Brasil
2022-09-11,Melancia,82.0,Brasil
2022-09-13,Melancia,63.0,Brasil
2022-05-08,Melancia,80.0,Brasil
2022-12-31,Melancia,72.0,Brasil
2022-09-22,Melancia,67.0,Brasil
2022-05-03,Melancia,50.0,Brasil
2022-06-13,Melancia,50.0,Brasil
2022-11-28,Melancia,80.0,Brasil
2022-05-18,Melancia,51.0,Brasil
2022-09-20,Melancia,76.0,Brasil
2022-05-01,Melancia,51.0,Brasil
2022-08-15,Melancia,57.0,Brasil
2022-09-13,Melancia,76.0,Brasil
2022-08-06,Melancia,94.0,Brasil
2022-11-24,Melancia,90.0,Brasil
2022-11-05,Melancia,79.0,Brasil
2022-09-17,Melancia,53.0,Brasil
2022-04-21,Melancia,75.0,Brasil
2022-05-09,Melancia,60.0,Brasil
2022-12-16,Melancia,84.0,Brasil
2022-01-03,Melancia,87.0,Brasil
2022-01-18,Melancia,91.0,Brasil
2022-04-24,Melancia,84.0,Brasil
2022-11-08,Melancia,93.0,Brasil
2022-06-09,Melancia,50.0,Brasil
2022-01-17,Melancia,96.0,Brasil
2022-03-25,Melancia,73.0,Brasil
2022-05-09,Melancia,79.0,Brasil
2022-09-03,Melancia,81.0,Brasil
2022-05-26,Melancia,71.0,Brasil
2022-11-14,Melancia,54.0,Brasil
2022-08-04,Melancia,75.0,Brasil
2022-01-10,Melancia,91.0,Brasil
2022-07-29,Melancia,65.0,Brasil
2022-07-25,Melancia,91.0,Brasil
2022-09-13,Melancia,70.0,Brasil
2022-04-09,Melancia,97.0,Brasil
2022-11-21,Melancia,100.0,Brasil
2022-10-13,Melancia,99.0,Brasil
2022-04-05,Melancia,52.0,Brasil
2022-08-14,Melancia,82.0,Brasil
2022-06-04,Melancia,76.0,Brasil
2022-10-04,Melancia,51.0,Brasil
2022-05-27,Melancia,55.0,Brasil
2022-03-09,Melancia,98.0,Brasil
2022-07-14,Melancia,60.0,Brasil
2022-11-09,Melancia,70.0,Brasil
2022-12-01,Melancia,60.0,Brasil
2022-01-19,Melancia,62.0,Brasil
2022-04-24,Melancia,63.0,Brasil
2022-08-02,Melancia,85.0,Brasil
2022-05-30,Melancia,89.0,Brasil
2022-02-18,Melancia,100.0,Brasil
2022-06-10,Melancia,50.0,Brasil
2022-12-08,Melancia,90.0,Brasil
2022-07-13,Melancia,61.0,Brasil
2022-08-25,Melancia,78.0,Brasil
2022-06-21,Melancia,63.0,Brasil
2022-12-08,Melancia,81.0,Brasil
2022-12-05,Melancia,58.0,Brasil
2022-10-18,Melancia,88.0,Brasil
2022-09-13,Melancia,80.0,Brasil
2022-05-03,Melancia,73.0,Brasil
2022-04-13,Melancia,59.0,Brasil
2022-06-12,Melancia,78.0,Brasil
2022-03-31,Melancia,67.0,Brasil
2022-10-07,Melancia,99.0,Brasil
2022-09-08,Melancia,69.0,Brasil
2022-12-22,Melancia,87.0,Brasil
2022-03-12,Melancia,91.0,Brasil
2022-11-06,Melancia,90.0,Brasil
2022-09-09,Melancia,65.0,Brasil
2022-03-21,Melancia,95.0,Brasil
2022-02-06,Melancia,68.0,Brasil
2022-04-24,Melancia,100.0,Brasil
2022-07-04,Melancia,74.0,Brasil
2022-01-14,Melancia,77.0,Brasil
2022-05-13,Melancia,73.0,Brasil
2022-01-18,Melancia,70.0,Brasil
2022-11-24,Melancia,97.0,Brasil
2022-08-06,Melancia,79.0,Brasil
2022-10-19,Melancia,61.0,Brasil
2022-08-14,Melancia,89.0,Brasil
2022-07-20,Melancia,90.0,Brasil
2022-01-07,Melancia,56.0,Brasil
2022-06-17,Melancia,65.0,Brasil
2022-02-07,Melancia,88.0,Brasil
2022-12-31,Melancia,51.0,Brasil
2022-06-15,Melancia,81.0,Brasil
2022-04-28,Melancia,59.0,Brasil
2022-06-02,Melancia,82.0,Brasil
2022-02-27,Melancia,85.0,Brasil
2022-01-06,Melancia,58.0,Brasil
2022-11-24,Melancia,61.0,Brasil
2022-10-03,Melancia,52.0,Brasil
2022-05-31,Melancia,90.0,Brasil
2022-02-09,Morango,59.0,Brasil
2022-10-15,Morango,59.0,Brasil
2022-09-30,Morango,63.0,Brasil
2022-02-23,Morango,56.0,Brasil
2022-11-05,Morango,90.0,Brasil
2022-12-15,Morango,90.0,Brasil
2022-06-21,Morango,60.0,Brasil
2022-12-06,Morango,74.0,Brasil
2022-02-20,Morango,85.0,Brasil
2022-03-04,Morango,97.0,Brasil
2022-03-11,Morango,69.0,Brasil
2022-04-21,Morango,54.0,Brasil
2022-10-27,Morango,60.0,Brasil
2022-11-26,Morango,59.0,Brasil
2022-11-23,Morango,76.0,Brasil
2022-06-26,Morango,69.0,Brasil
2022-12-28,Morango,77.0,Brasil
2022-11-30,Morango,53.0,Brasil
2022-12-10,Morango,75.0,Brasil
2022-12-15,Morango,78.0,Brasil
2022-11-23,Morango,91.0,Brasil
2022-04-13,Morango,54.0,Brasil
2022-07-21,Morango,100.0,Brasil
2022-10-06,Morango,91.0,Brasil
2022-01-13,Morango,58.0,Brasil
2022-06-07,Morango,83.0,Brasil
2022-01-04,Morango,52.0,Brasil
2022-10-29,Morango,56.0,Brasil
2022-06-02,Morango,100.0,Brasil
2022-04-26,Morango,99.0,Brasil
2022-08-09,Morango,77.0,Brasil
2022-04-24,Morango,85.0,Brasil
2022-09-21,Morango,68.0,Brasil
2022-06-27,Morango,91.0,Brasil
2022-04-08,Pera,78.0,Brasil
2022-11-07,Pera,96.0,Brasil
2022-09-24,Pera,88.0,Brasil
2022-01-16,Pera,100.0,Brasil
2022-12-22,Pera,78.0,Brasil
2022-07-31,Pera,82.0,Brasil
2022-01-22,Pera,86.0,Brasil
2022-12-02,Pera,90.0,Brasil
2022-04-27,Pera,81.0,Brasil
2022-08-30,Pera,52.0,Brasil
2022-11-19,Pera,82.0,Brasil
2022-02-10,Pera,91.0,Brasil
2022-01-25,Pera,66.0,Brasil
2022-11-21,Pera,95.0,Brasil
2022-05-27,Pera,73.0,Brasil
2022-12-10,Pera,66.0,Brasil
2022-11-22,Pera,93.0,Brasil
2022-01-19,Pera,52.0,Brasil
2022-04-23,Pera,85.0,Brasil
2022-06-06,Pera,64.0,Brasil
2022-12-24,Pera,85.0,Brasil
2022-07-07,Pera,60.0,Brasil
2022-10-02,Pera,54.0,Brasil
2022-01-21,Pera,81.0,Brasil
2022-09-19,Pera,93.0,Brasil
2022-07-02,Pera,86.0,Brasil
2022-04-05,Pera,61.0,Brasil
2022-10-03,Pera,61.0,Brasil
2022-03-13,Pera,53.0,Brasil
2022-07-08,Pera,97.0,Brasil
2022-08-06,Pessego,66.0,Brasil
2022-09-05,Pessego,74.0,Brasil
2022-06-09,Pessego,70.0,Brasil
2022-05-15,Pessego,76.0,Brasil
2022-12-25,Pessego,97.0,Brasil
2022-02-17,Pessego,63.0,Brasil
2022-12-04,Pessego,79.0,Brasil
2022-08-20,Pessego,85.0,Brasil
2022-06-06,Pessego,70.0,Brasil
2022-09-29,Pessego,65.0,Brasil
2022-02-15,Pessego,85.0,Brasil
2022-12-09,Pessego,93.0,Brasil
2022-07-18,Pessego,71.0,Brasil
2022-05-16,Pessego,87.0,Brasil
2022-10-19,Pessego,68.0,Brasil
2022-09-19,Pessego,66.0,Brasil
2022-05-07,Pessego,54.0,Brasil
2022-09-23,Pessego,64.0,Brasil
2022-09-12,Pessego,87.0,Brasil
2022-08-10,Pessego,100.0,Brasil
2022-07-02,Pessego,57.0,Brasil
2022-04-25,Pessego,74.0,Brasil
2022-09-04,Pessego,97.0,Brasil
2022-03-21,Pessego,85.0,Brasil
2022-10-14,Pessego,62.0,Brasil
2022-03-29,Pessego,71.0,Brasil
2022-11-13,Pessego,57.0,Brasil
2022-07-16,Pessego,86.0,Brasil
2022-01-21,Pessego,99.0,Brasil
2022-09-05,Pessego,64.0,Brasil
2022-04-24,Pessego,97.0,Brasil
2022-11-02,Pessego,65.0,Brasil
2022-09-22,Pessego,50.0,Brasil
2022-01-16,Pessego,68.0,Brasil
2022-02-04,Pessego,69.0,Brasil
2022-07-10,Pessego,56.0,Brasil
2022-06-06,Pessego,53.0,Brasil
2022-06-08,Pessego,50.0,Brasil
2022-11-16,Pessego,81.0,Brasil
2022-04-04,Pessego,57.0,Brasil
2022-02-20,Pessego,56.0,Brasil
2022-09-03,Pessego,60.0,Brasil
2022-10-13,Pessego,93.0,Brasil
2022-05-04,Pessego,80.0,Brasil
2022-03-06,Pessego,52.0,Brasil
2022-11-13,Pessego,94.0,Brasil
2022-06-01,Pessego,96.0,Brasil
2022-11-18,Pessego,62.0,Brasil
2022-09-27,Pessego,60.0,Brasil
2022-10-16,Pessego,94.0,Brasil
2022-08-25,Pessego,69.0,Brasil
2022-03-07,Pessego,96.0,Brasil
2022-04-19,Pessego,94.0,Brasil
2022-04-15,Pessego,90.0,Brasil
2022-11-25,Pessego,81.0,Brasil
2022-04-09,Pessego,89.0,Brasil
2022-12-12,Pessego,77.0,Brasil
2022-03-08,Pessego,70.0,Brasil
2022-11-14,Pessego,60.0,Brasil
2022-10-07,Pessego,60.0,Brasil
2022-12-22,Pessego,57.0,Brasil
2022-06-16,Pessego,97.0,Brasil
2022-02-26,Pessego,76.0,Brasil
2022-02-20,Pessego,52.0,Brasil
2022-11-09,Pessego,83.0,Brasil
2022-10-21,Pessego,73.0,Brasil
2022-02-19,Pessego,61.0,Brasil
2022-11-12,Pessego,52.0,Brasil
2022-05-05,Pessego,73.0,Brasil
2022-05-07,Pessego,61.0,Brasil
2022-04-07,Pessego,54.0,Brasil
2022-05-27,Pessego,50.0,Brasil
2022-03-09,Pessego,92.0,Brasil
2022-10-31,Pessego,96.0,Brasil
2022-06-26,Pessego,84.0,Brasil
2022-01-02,Pessego,96.0,Brasil
2022-05-10,Pessego,72.0,Brasil
2022-03-08,Pessego,80.0,Brasil
2022-01-09,Pessego,86.0,Brasil
2022-05-25,Pessego,82.0,Brasil
2022-11-30,Pessego,83.0,Brasil
2022-08-30,Pessego,90.0,Brasil
2022-12-05,Pessego,92.0,Brasil
2022-10-09,Pessego,67.0,Brasil
2022-11-08,Pessego,57.0,Brasil
2022-11-17,Pessego,85.0,Brasil
2022-04-01,Pessego,59.0,Brasil
2022-01-13,Pessego,52.0,Brasil
2022-04-20,Pessego,61.0,Brasil
2022-05-12,Pessego,65.0,Brasil
2022-02-01,Pessego,67.0,Brasil
2022-08-14,Pessego,88.0,Brasil
2022-04-05,Pessego,99.0,Brasil
2022-07-18,Pessego,82.0,Brasil
2022-11-09,Pessego,86.0,Brasil
2022-04-27,Pessego,55.0,Brasil
2022-04-13,Pessego,55.0,Brasil
2022-10-02,Pessego,91.0,Brasil
2022-02-07,Pessego,83.0,Brasil
2022-10-30,Pessego,92.0,Brasil
2022-06-26,Pessego,80.0,Brasil
2022-06-23,Pessego,96.0,Brasil
2022-12-02,Pessego,53.0,Brasil
2022-04-13,Pessego,91.0,Brasil
2022-05-27,Pessego,75.0,Brasil
2022-04-14,Pessego,59.0,Brasil
2022-02-14,Pessego,94.0,Brasil
2022-01-17,Pessego,92.0,Brasil
2022-12-30,Pessego,89.0,Brasil
2022-08-30,Pessego,93.0,Brasil
2022-05-09,Pessego,82.0,Brasil
2022-06-06,Pessego,66.0,Brasil
2022-09-22,Pessego,62.0,Brasil
2022-11-14,Pessego,69.0,Brasil
2022-01-15,Pessego,53.0,Brasil
2022-07-01,Pessego,88.0,Brasil
2022-07-29,Pessego,53.0,Brasil
2022-03-25,Pessego,80.0,Brasil
2022-07-26,Pessego,70.0,Brasil
2022-01-02,Pessego,78.0,Brasil
2022-12-07,Uva,81.0,Brasil
2022-02-12,Uva,77.0,Brasil
2022-07-31,Uva,53.0,Brasil
2022-04-10,Uva,58.0,Brasil
2022-11-23,Uva,90.0,Brasil
2022-06-25,Uva,54.0,Brasil
2022-04-20,Uva,51.0,Brasil
2022-07-31,Uva,89.0,Brasil
2022-06-17,Uva,56.0,Brasil
2022-07-15,Uva,94.0,Brasil
2022-08-27,Uva,78.0,Brasil
2022-06-10,Uva,63.0,Brasil
2022-10-01,Uva,63.0,Brasil
2022-07-21,Uva,69.0,Brasil
2022-09-01,Uva,65.0,Brasil
2022-09-07,Uva,89.0,Brasil
2022-07-13,Uva,62.0,Brasil
2022-08-30,Uva,98.0,Brasil
2022-04-17,Uva,88.0,Brasil
2022-08-29,Uva,55.0,Brasil
2022-09-07,Uva,86.0,Brasil
2022-07-10,Uva,51.0,Brasil
2022-06-19,Uva,82.0,Brasil
2022-01-27,Uva,66.0,Brasil
2022-02-24,Uva,71.0,Brasil
2022-07-02,Uva,83.0,Brasil
2022-10-22,Uva,71.0,Brasil
2022-12-13,Uva,56.0,Brasil
2022-01-12,Uva,73.0,Brasil
2022-12-24,Uva,51.0,Brasil
2022-10-04,Uva,91.0,Brasil
2022-12-21,Uva,73.0,Brasil
2022-07-05,Uva,66.0,Brasil
2022-01-30,Uva,97.0,Brasil
2022-01-29,Uva,63.0,Brasil
2022-08-27,Uva,66.0,Brasil
2022-07-18,Uva,58.0,Brasil
2022-11-23,Uva,64.0,Brasil
2022-12-02,Uva,50.0,Brasil
2022-03-18,Uva,92.0,Brasil
2022-06-06,Uva,83.0,Brasil
2022-02-05,Uva,78.0,Brasil
2022-08-13,Uva,81.0,Brasil
2022-09-05,Uva,82.0,Brasil
2022-07-05,Uva,61.0,Brasil
2022-08-23,Uva,64.0,Brasil
2022-05-08,Uva,90.0,Brasil
2022-02-26,Uva,51.0,Brasil
2022-01-19,Uva,79.0,Brasil
2022-12-10,Uva,68.0,Brasil
2022-10-15,Uva,50.0,Brasil
2022-05-23,Uva,54.0,Brasil
2022-03-20,Uva,91.0,Brasil
2022-09-10,Uva,99.0,Brasil
2022-07-10,Uva,72.0,Brasil
2022-11-23,Uva,79.0,Brasil
2022-02-12,Uva,78.0,Brasil
2022-06-11,Uva,63.0,Brasil
2022-10-27,Uva,98.0,Brasil
2022-01-20,Uva,54.0,Brasil
2022-05-13,Uva,62.0,Brasil
2022-06-19,Uva,94.0,Brasil
2022-05-10,Uva,95.0,Brasil
2022-12-19,Uva,74.0,Brasil
2022-06-02,Uva,92.0,Brasil
2022-07-07,Uva,88.0,Brasil
2022-08-16,Uva,73.0,Brasil
2022-01-28,Uva,94.0,Brasil
2022-03-14,Uva,93.0,Brasil
2022-08-03,Uva,98.0,Brasil
2022-10-29,Uva,74.0,Brasil
2022-10-04,Uva,83.0,Brasil
2022-05-25,Uva,60.0,Brasil
2022-10-01,Uva,94.0,Brasil
2022-02-16,Uva,83.0,Brasil
2022-11-06,Uva,88.0,Brasil
2022-07-21,Uva,52.0,Brasil
2022-11-21,Uva,68.0,Brasil
2022-07-31,Uva,67.0,Brasil
2022-07-13,Uva,77.0,Brasil
2022-09-04,Uva,79.0,Brasil
2022-06-13,Uva,54.0,Brasil
2022-10-28,Uva,56.0,Brasil
2022-05-28,Uva,81.0,Brasil
2022-12-09,Uva,82.0,Brasil
2022-11-21,Uva,51.0,Brasil
2022-06-26,Uva,64.0,Brasil
2022-08-05,Uva,77.0,Brasil
2022-05-05,Uva,57.0,Brasil
2022-06-10,Uva,75.0,Brasil
2022-10-27,Uva,86.0,Brasil
2022-11-25,Uva,86.0,Brasil
2022-09-07,Uva,84.0,Brasil
2022-06-22,Uva,100.0,Brasil
2022-04-14,Uva,59.0,Brasil
2022-03-13,Uva,82.0,Brasil
2022-05-10,Uva,100.0,Brasil
2022-10-06,Uva,88.0,Brasil
2022-07-05,Uva,94.0,Brasil
2022-04-13,Uva,94.0,Brasil
2022-09-18,Uva,67.0,Brasil
2022-05-24,Uva,93.0,Brasil
2022-07-25,Uva,76.0,Brasil
2022-07-06,Uva,81.0,Brasil
2022-01-15,Uva,81.0,Brasil
2022-01-05,Uva,78.0,Brasil
2022-02-15,Uva,90.0,Brasil
2022-08-05,Uva,64.0,Brasil
2022-01-31,Uva,75.0,Brasil
2022-06-17,Uva,78.0,Brasil
2022-04-03,Uva,68.0,Brasil
2022-09-28,Uva,73.0,Brasil
2022-12-08,Uva,64.0,Brasil
2022-10-17,Uva,84.0,Brasil
2022-05-10,Uva,98.0,Brasil
2022-09-03,Uva,99.0,Brasil
2022-03-11,Uva,89.0,Brasil
2022-09-15,Uva,86.0,Brasil
2022-11-11,Uva,70.0,Brasil
2022-01-14,Uva,75.0,Brasil
2022-01-18,Uva,60.0,Brasil
2022-04-29,Uva,58.0,Brasil
2022-10-05,Uva,66.0,Brasil
2022-08-18,Uva,72.0,Brasil
2022-03-05,Uva,77.0,Brasil
2022-04-13,Uva,59.0,Brasil
2022-12-19,Uva,100.0,Brasil
2022-01-04,Uva,78.0,Brasil
2022-09-08,Uva,83.0,Brasil
2022-04-14,Uva,50.0,Brasil
2022-05-08,Uva,76.0,Brasil
2022-10-05,Uva,91.0,Brasil
2022-09-14,Uva,91.0,Brasil
2022-04-28,Uva,94.0,Brasil
2022-02-13,Uva,74.0,Brasil
2022-09-02,Uva,84.0,Brasil
2022-08-20,Uva,95.0,Brasil
2022-04-08,Uva,68.0,Brasil
2022-10-30,Uva,90.0,Brasil
2022-02-22,Uva,97.0,Brasil
2022-10-07,Uva,73.0,Brasil
2022-11-25,Uva,59.0,Brasil
2022-07-07,Uva,88.0,Brasil
2022-08-27,Uva,67.0,Brasil
2022-04-25,Uva,70.0,Brasil
2022-10-01,Uva,94.0,Brasil
2022-06-03,Uva,55.0,Brasil
2022-11-20,Uva,72.0,Brasil
2022-04-19,Uva,60.0,Brasil
2022-09-03,Uva,75.0,Brasil
2022-08-15,Uva,83.0,Brasil
2022-10-09,Uva,52.0,Brasil
2022-05-06,Uva,88.0,Brasil
2022-08-30,Uva,75.0,Brasil
2022-04-22,Uva,100.0,Brasil
2022-12-17,Uva,50.0,Brasil
2022-03-27,Uva,61.0,Brasil
2022-09-09,Uva,66.0,Brasil
2022-03-10,Uva,96.0,Brasil
2022-05-15,Uva,55.0,Brasil
2022-03-30,Uva,97.0,Brasil
2022-11-12,Uva,65.0,Brasil
2022-06-30,Uva,59.0,Brasil
2022-05-01,Uva,55.0,Brasil
2022-09-26,Uva,51.0,Brasil
2022-04-26,Uva,50.0,Brasil
2022-10-14,Uva,75.0,Brasil
2022-04-02,Uva,88.0,Brasil
2022-06-24,Uva,62.0,Brasil
2022-10-11,Uva,97.0,Brasil
2022-09-11,Uva,90.0,Brasil
2022-10-04,Uva,77.0,Brasil
2022-11-17,Uva,57.0,Brasil
2022-08-02,Uva,74.0,Brasil
2022-01-07,Uva,85.0,Brasil
2022-03-22,Uva,61.0,Brasil
2022-11-09,Uva,95.0,Brasil
2022-04-10,Uva,52.0,Brasil
2022-10-10,Uva,91.0,Brasil
2022-04-25,Uva,73.0,Brasil
2022-09-21,Uva,60.0,Brasil
2022-09-18,Uva,97.0,Brasil
2022-12-10,Uva,74.0,Brasil
2022-09-01,Uva,73.0,Brasil
2022-04-30,Uva,96.0,Brasil
2022-05-31,Uva,51.0,Brasil
2022-02-16,Uva,73.0,Brasil
2022-10-24,Uva,87.0,Brasil
2022-09-06,Uva,90.0,Brasil
2022-02-25,Uva,65.0,Brasil
2022-04-22,Uva,51.0,Brasil
2022-03-03,Uva,51.0,Brasil
2022-07-13,Uva,60.0,Brasil
2022-03-09,Uva,89.0,Brasil
2022-09-24,Uva,98.0,Brasil
2022-02-07,Uva,54.0,Brasil
2022-06-03,Uva,83.0,Brasil
2022-04-08,Uva,54.0,Brasil
2022-08-16,Uva,52.0,Brasil
2022-10-22,Uva,70.0,Brasil
2022-02-25,Uva,55.0,Brasil
2022-02-18,Uva,100.0,Brasil
2022-03-14,Uva,86.0,Brasil
2022-05-11,Uva,84.0,Brasil
2022-12-05,Uva,61.0,Brasil
2022-12-12,Uva,99.0,Brasil
2022-03-04,Uva,58.0,Brasil
2022-12-10,Uva,79.0,Brasil
2022-11-12,Uva,81.0,Brasil
2022-05-12,Uva,65.0,Brasil
2022-09-22,Uva,52.0,Brasil
2022-02-06,Uva,86.0,Brasil
2022-01-08,Banana,56.0,Colombia
2022-02-14,Banana,62.0,Colombia
2022-06-24,Banana,67.0,Colombia
2022-03-02,Banana,66.0,Colombia
2022-10-25,Banana,55.0,Colombia
2022-04-17,Banana,62.0,Colombia
2022-05-27,Banana,88.0,Colombia
2022-08-24,Banana,77.0,Colombia
2022-03-22,Banana,99.0,Colombia
2022-10-11,Banana,85.0,Colombia
2022-12-19,Banana,63.0,Colombia
2022-02-22,Banana,72.0,Colombia
2022-05-15,Banana,78.0,Colombia
2022-06-01,Banana,83.0,Colombia
2022-10-03,Banana,87.0,Colombia
2022-04-07,Banana,77.0,Colombia
2022-09-07,Banana,60.0,Colombia
2022-05-04,Banana,57.0,Colombia
2022-07-08,Banana,69.0,Colombia
2022-01-15,Banana,82.0,Colombia
2022-07-19,Banana,58.0,Colombia
2022-03-09,Banana,92.0,Colombia
2022-10-18,Banana,73.0,Colombia
2022-03-15,Banana,61.0,Colombia
2022-06-02,Banana,57.0,Colombia
2022-06-30,Banana,91.0,Colombia
2022-11-28,Banana,100.0,Colombia
2022-06-18,Banana,67.0,Colombia
2022-11-18,Banana,97.0,Colombia
2022-06-18,Banana,99.0,Colombia
2022-07-08,Banana,94.0,Colombia
2022-12-25,Banana,52.0,Colombia
2022-11-29,Banana,81.0,Colombia
2022-09-06,Banana,69.0,Colombia
2022-08-03,Banana,55.0,Colombia
2022-09-28,Banana,90.0,Colombia
2022-06-15,Banana,55.0,Colombia
2022-06-07,Banana,81.0,Colombia
2022-08-08,Banana,84.0,Colombia
2022-09-11,Banana,75.0,Colombia
2022-02-22,Banana,61.0,Colombia
2022-07-30,Banana,55.0,Colombia
2022-07-16,Banana,92.0,Colombia
2022-05-16,Banana,78.0,Colombia
2022-10-11,Banana,71.0,Colombia
2022-06-01,Banana,55.0,Colombia
2022-04-26,Banana,91.0,Colombia
2022-03-06,Banana,59.0,Colombia
2022-05-05,Banana,59.0,Colombia
2022-05-18,Banana,80.0,Colombia
2022-12-01,Banana,77.0,Colombia
2022-09-05,Banana,73.0,Colombia
2022-02-25,Banana,96.0,Colombia
2022-08-22,Banana,92.0,Colombia
2022-08-29,Banana,55.0,Colombia
2022-06-24,Banana,60.0,Colombia
2022-01-26,Banana,66.0,Colombia
2022-06-15,Banana,100.0,Colombia
2022-12-31,Banana,83.0,Colombia
2022-03-03,Banana,64.0,Colombia
2022-05-06,Banana,98.0,Colombia
2022-06-18,Banana,83.0,Colombia
2022-05-14,Banana,65.0,Colombia
2022-11-03,Banana,58.0,Colombia
2022-03-05,Banana,99.0,Colombia
2022-06-20,Banana,79.0,Colombia
2022-04-03,Banana,55.0,Colombia
2022-08-09,Banana,74.0,Colombia
2022-02-23,Banana,96.0,Colombia
2022-06-21,Banana,70.0,Colombia
2022-11-30,Banana,99.0,Colombia
2022-04-26,Banana,97.0,Colombia
2022-06-29,Banana,65.0,Colombia
2022-06-22,Banana,78.0,Colombia
2022-12-06,Banana,56.0,Colombia
2022-09-21,Banana,75.0,Colombia
2022-02-06,Banana,74.0,Colombia
2022-11-10,Banana,77.0,Colombia
2022-09-11,Banana,57.0,Colombia
2022-03-07,Banana,65.0,Colombia
2022-06-03,Banana,60.0,Colombia
2022-10-04,Banana,51.0,Colombia
2022-02-01,Banana,64.0,Colombia
2022-10-24,Banana,99.0,Colombia
2022-12-13,Banana,57.0,Colombia
2022-02-11,Banana,85.0,Colombia
2022-04-12,Banana,79.0,Colombia
2022-07-15,Banana,90.0,Colombia
2022-03-31,Banana,71.0,Colombia
2022-11-07,Banana,51.0,Colombia
2022-03-22,Banana,65.0,Colombia
2022-09-10,Banana,65.0,Colombia
2022-12-27,Banana,100.0,Colombia
2022-03-06,Banana,88.0,Colombia
2022-04-29,Banana,75.0,Colombia
2022-03-04,Banana,98.0,Colombia
2022-08-22,Banana,97.0,Colombia
2022-01-15,Banana,89.0,Colombia
2022-01-18,Banana,92.0,Colombia
2022-01-03,Banana,71.0,Colombia
2022-05-20,Banana,72.0,Colombia
2022-05-03,Banana,79.0,Colombia
2022-07-24,Banana,56.0,Colombia
2022-07-22,Banana,92.0,Colombia
2022-02-28,Banana,91.0,Colombia
2022-11-21,Banana,70.0,Colombia
2022-02-23,Banana,91.0,Colombia
2022-11-07,Banana,100.0,Colombia
2022-03-07,Banana,99.0,Colombia
2022-09-28,Banana,54.0,Colombia
2022-02-11,Banana,78.0,Colombia
2022-07-06,Banana,87.0,Colombia
2022-12-03,Banana,83.0,Colombia
2022-04-17,Banana,65.0,Colombia
2022-07-23,Banana,59.0,Colombia
2022-07-27,Banana,75.0,Colombia
2022-01-24,Banana,97.0,Colombia
2022-11-16,Banana,63.0,Colombia
2022-12-29,Banana,80.0,Colombia
2022-11-09,Banana,60.0,Colombia
2022-05-21,Banana,67.0,Colombia
2022-04-07,Banana,82.0,Colombia
2022-05-16,Banana,99.0,Colombia
2022-09-15,Banana,54.0,Colombia
2022-11-09,Banana,95.0,Colombia
2022-10-24,Banana,51.0,Colombia
2022-11-15,Banana,52.0,Colombia
2022-03-14,Banana,90.0,Colombia
2022-01-24,Banana,58.0,Colombia
2022-09-05,Banana,95.0,Colombia
2022-05-25,Banana,85.0,Colombia
2022-11-19,Banana,89.0,Colombia
2022-08-02,Banana,89.0,Colombia
2022-06-16,Banana,59.0,Colombia
2022-09-17,Banana,84.0,Colombia
2022-07-20,Banana,94.0,Colombia
2022-10-06,Banana,60.0,Colombia
2022-03-13,Banana,87.0,Colombia
2022-04-20,Banana,72.0,Colombia
2022-12-14,Banana,57.0,Colombia
2022-11-30,Banana,77.0,Colombia
2022-02-23,Banana,88.0,Colombia
2022-05-20,Banana,98.0,Colombia
2022-01-26,Banana,77.0,Colombia
2022-02-01,Banana,54.0,Colombia
